epoch,test_acc,test_acc_channel_music,test_acc_channel_noise,test_acc_channel_telephone,test_acc_gender_female,test_acc_gender_male,test_acc_language_maninka,test_acc_language_pular,test_acc_language_susu,test_acc_speaker_count_multiple,test_acc_speaker_count_single,test_acc_utterance_multilingual,test_acc_utterance_verbal_nod,test_loss,test_n,test_n_channel_music,test_n_channel_noise,test_n_channel_telephone,test_n_gender_female,test_n_gender_male,test_n_language_maninka,test_n_language_pular,test_n_language_susu,test_n_speaker_count_multiple,test_n_speaker_count_single,test_n_utterance_multilingual,test_n_utterance_verbal_nod,train_acc,train_acc_channel_music,train_acc_channel_noise,train_acc_channel_telephone,train_acc_gender_female,train_acc_gender_male,train_acc_language_maninka,train_acc_language_pular,train_acc_language_susu,train_acc_speaker_count_multiple,train_acc_speaker_count_single,train_acc_utterance_multilingual,train_acc_utterance_verbal_nod,train_loss,train_n,train_n_channel_music,train_n_channel_noise,train_n_channel_telephone,train_n_gender_female,train_n_gender_male,train_n_language_maninka,train_n_language_pular,train_n_language_susu,train_n_speaker_count_multiple,train_n_speaker_count_single,train_n_utterance_multilingual,train_n_utterance_verbal_nod
1,0.30303030303030304,0.3,0.125,0.36363636363636365,0.4444444444444444,0.3225806451612903,1.0,0.0,0.0,0.3333333333333333,0.25,0.16666666666666666,0.2857142857142857,1.1014981269836426,33,10,8,11,9,31,10,9,14,24,8,6,21,0.29411764705882354,0.5,0.3076923076923077,0.375,0.3333333333333333,0.3,0.4444444444444444,0.05263157894736842,0.42857142857142855,0.29411764705882354,0.29411764705882354,0.06666666666666667,0.3333333333333333,1.2367832660675049,51,14,13,16,6,50,18,19,14,34,17,15,27
2,0.30303030303030304,0.3,0.125,0.36363636363636365,0.4444444444444444,0.3225806451612903,1.0,0.0,0.0,0.3333333333333333,0.25,0.16666666666666666,0.2857142857142857,1.1010876893997192,33,10,8,11,9,31,10,9,14,24,8,6,21,0.3137254901960784,0.6428571428571429,0.23076923076923078,0.375,0.6666666666666666,0.32,0.5,0.05263157894736842,0.42857142857142855,0.35294117647058826,0.23529411764705882,0.3333333333333333,0.25925925925925924,1.2116069793701172,51,14,13,16,6,50,18,19,14,34,17,15,27
3,0.30303030303030304,0.3,0.125,0.36363636363636365,0.4444444444444444,0.3225806451612903,1.0,0.0,0.0,0.3333333333333333,0.25,0.16666666666666666,0.2857142857142857,1.1006056070327759,33,10,8,11,9,31,10,9,14,24,8,6,21,0.27450980392156865,0.2857142857142857,0.3076923076923077,0.375,0.16666666666666666,0.28,0.3333333333333333,0.10526315789473684,0.42857142857142855,0.29411764705882354,0.23529411764705882,0.4,0.2222222222222222,1.1759902238845825,51,14,13,16,6,50,18,19,14,34,17,15,27
4,0.30303030303030304,0.3,0.125,0.36363636363636365,0.4444444444444444,0.3225806451612903,1.0,0.0,0.0,0.3333333333333333,0.25,0.16666666666666666,0.2857142857142857,1.100126028060913,33,10,8,11,9,31,10,9,14,24,8,6,21,0.29411764705882354,0.42857142857142855,0.15384615384615385,0.25,0.5,0.3,0.3888888888888889,0.05263157894736842,0.5,0.23529411764705882,0.4117647058823529,0.2,0.2962962962962963,1.2444771528244019,51,14,13,16,6,50,18,19,14,34,17,15,27
5,0.30303030303030304,0.3,0.125,0.36363636363636365,0.4444444444444444,0.3225806451612903,1.0,0.0,0.0,0.3333333333333333,0.25,0.16666666666666666,0.2857142857142857,1.0996119976043701,33,10,8,11,9,31,10,9,14,24,8,6,21,0.37254901960784315,0.5,0.38461538461538464,0.5625,0.6666666666666666,0.38,0.6666666666666666,0.15789473684210525,0.2857142857142857,0.5,0.11764705882352941,0.2,0.4444444444444444,1.157436490058899,51,14,13,16,6,50,18,19,14,34,17,15,27
6,0.30303030303030304,0.3,0.125,0.36363636363636365,0.4444444444444444,0.3225806451612903,1.0,0.0,0.0,0.3333333333333333,0.25,0.16666666666666666,0.2857142857142857,1.0991610288619995,33,10,8,11,9,31,10,9,14,24,8,6,21,0.37254901960784315,0.5714285714285714,0.3076923076923077,0.5,0.3333333333333333,0.38,0.5,0.05263157894736842,0.6428571428571429,0.4117647058823529,0.29411764705882354,0.4,0.37037037037037035,1.163047194480896,51,14,13,16,6,50,18,19,14,34,17,15,27
7,0.30303030303030304,0.3,0.125,0.36363636363636365,0.4444444444444444,0.3225806451612903,1.0,0.0,0.0,0.3333333333333333,0.25,0.16666666666666666,0.2857142857142857,1.098775029182434,33,10,8,11,9,31,10,9,14,24,8,6,21,0.3137254901960784,0.5,0.07692307692307693,0.1875,0.16666666666666666,0.32,0.4444444444444444,0.10526315789473684,0.42857142857142855,0.23529411764705882,0.47058823529411764,0.4,0.2222222222222222,1.1256953477859497,51,14,13,16,6,50,18,19,14,34,17,15,27
8,0.30303030303030304,0.3,0.125,0.36363636363636365,0.4444444444444444,0.3225806451612903,1.0,0.0,0.0,0.3333333333333333,0.25,0.16666666666666666,0.2857142857142857,1.0983996391296387,33,10,8,11,9,31,10,9,14,24,8,6,21,0.37254901960784315,0.35714285714285715,0.38461538461538464,0.5,0.3333333333333333,0.38,0.6666666666666666,0.05263157894736842,0.42857142857142855,0.4117647058823529,0.29411764705882354,0.4666666666666667,0.37037037037037035,1.1575615406036377,51,14,13,16,6,50,18,19,14,34,17,15,27
9,0.30303030303030304,0.3,0.125,0.36363636363636365,0.4444444444444444,0.3225806451612903,1.0,0.0,0.0,0.3333333333333333,0.25,0.16666666666666666,0.2857142857142857,1.0980442762374878,33,10,8,11,9,31,10,9,14,24,8,6,21,0.3333333333333333,0.42857142857142855,0.38461538461538464,0.4375,0.3333333333333333,0.34,0.3333333333333333,0.21052631578947367,0.5,0.38235294117647056,0.23529411764705882,0.3333333333333333,0.4444444444444444,1.203489065170288,51,14,13,16,6,50,18,19,14,34,17,15,27
10,0.30303030303030304,0.3,0.125,0.36363636363636365,0.4444444444444444,0.3225806451612903,1.0,0.0,0.0,0.3333333333333333,0.25,0.16666666666666666,0.2857142857142857,1.0977493524551392,33,10,8,11,9,31,10,9,14,24,8,6,21,0.35294117647058826,0.35714285714285715,0.3076923076923077,0.4375,0.3333333333333333,0.36,0.3888888888888889,0.10526315789473684,0.6428571428571429,0.4411764705882353,0.17647058823529413,0.3333333333333333,0.37037037037037035,1.1588335037231445,51,14,13,16,6,50,18,19,14,34,17,15,27
